 	Area	Mean	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
677	43	255	255	255	46.407	370.407	46.407	370.407	29.799	43	366	7	10	10.501	5.214	84.066	0.609	2.014	0.496	0.754
678	49	255	255	255	57.173	371.806	57.173	371.806	32.627	53	366	10	10	11.393	5.476	148.247	0.578	2.081	0.481	0.721
679	11	255	255	255	250.864	368.045	250.864	368.045	11.314	249	366	4	4	3.994	3.507	108.435	1	1.139	0.878	0.815
680	3	255	255	255	160.500	368.167	160.500	368.167	7.071	159	367	3	2	3.213	1.189	151.845	0.754	2.702	0.370	0.667
681	7	255	255	255	320.500	368.929	320.500	368.929	10.485	319	367	3	4	3.690	2.416	123.401	0.800	1.527	0.655	0.737
682	18	255	255	255	304	370.278	304	370.278	14.485	302	368	4	5	5.282	4.339	90.000	1	1.218	0.821	0.947
683	15	255	255	255	229.900	371.100	229.900	371.100	13.071	228	369	4	4	4.659	4.099	135.000	1	1.137	0.880	0.968
684	4	255	255	255	337.500	370.250	337.500	370.250	7.071	336	369	3	2	2.734	1.863	0	1	1.468	0.681	0.800
685	6	255	255	255	162	372.333	162	372.333	9.899	160	371	4	3	3.931	1.943	149.036	0.769	2.023	0.494	0.706
686	46	255	255	255	314.696	374.413	314.696	374.413	24.385	310	371	9	7	8.306	7.051	161.818	0.972	1.178	0.849	0.893
687	20	255	255	255	324.600	373.850	324.600	373.850	16.142	322	371	5	6	6.108	4.169	125.210	0.965	1.465	0.683	0.833
688	51	255	255	255	79.069	376.324	79.069	376.324	31.456	75	372	9	10	8.571	7.576	51.091	0.648	1.131	0.884	0.750
689	54	255	255	255	377.685	376.852	377.685	376.852	27.799	373	372	9	9	9.710	7.081	37.705	0.878	1.371	0.729	0.844
690	5	255	255	255	11.500	374.500	11.500	374.500	8.485	10	373	3	3	2.523	2.523	0	0.873	1	1.000	0.714
691	24	255	255	255	388.125	375.625	388.125	375.625	18.142	385	373	7	5	7.405	4.127	150.836	0.916	1.794	0.557	0.873
692	9	255	255	255	26.500	375.500	26.500	375.500	9.657	25	374	3	3	3.385	3.385	0	1	1	1	1
693	6	255	255	255	151.667	376.667	151.667	376.667	8.485	150	375	3	3	3.140	2.433	135.000	1	1.291	0.775	0.800
694	3	255	255	255	31.500	376.500	31.500	376.500	6.243	30	376	3	1	3.385	1.128	0	0.967	3	0.333	1
695	11	255	255	255	141.955	377.864	141.955	377.864	11.314	140	376	4	4	3.994	3.507	18.435	1	1.139	0.878	0.815
696	4	255	255	255	176	377	176	377	5.657	175	376	2	2	2.257	2.257	0	1	1	1.000	1
697	1	255	255	255	192.500	376.500	192.500	376.500	2.828	192	376	1	1	1.128	1.128	0	1	1	1.000	1
698	39	255	255	255	22.551	380.628	22.551	380.628	21.556	19	377	7	7	7.663	6.480	137.437	1	1.182	0.846	0.907
699	88	255	255	255	280.091	382.841	280.091	382.841	40.042	274	377	11	12	13.268	8.445	109.793	0.690	1.571	0.636	0.819
700	1	255	255	255	298.500	377.500	298.500	377.500	2.828	298	377	1	1	1.128	1.128	0	1	1	1.000	1
701	6	255	255	255	72	379.500	72	379.500	7.657	71	378	2	3	3.385	2.257	90.000	1	1.500	0.667	1
702	1	255	255	255	119.500	378.500	119.500	378.500	2.828	119	378	1	1	1.128	1.128	0	1	1	1.000	1
703	6	255	255	255	106.167	380.500	106.167	380.500	9.899	104	379	4	3	3.416	2.236	0	0.769	1.528	0.655	0.667
704	32	255	255	255	359.594	384.188	359.594	384.188	24.971	357	379	5	10	9.426	4.322	73.359	0.645	2.181	0.459	0.821
705	3	255	255	255	365.167	380.167	365.167	380.167	5.657	364	379	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
706	7	255	255	255	181.214	381.500	181.214	381.500	8.485	180	380	3	3	3.086	2.888	90.000	1	1.069	0.936	0.875
707	12	255	255	255	321.333	382.917	321.333	382.917	13.071	320	380	3	5	5.065	3.017	107.137	0.883	1.679	0.596	0.923
708	107	255	255	255	127.192	389.145	127.192	389.145	48.770	120	381	16	15	17.971	7.581	132.764	0.565	2.370	0.422	0.751
709	6	255	255	255	230.667	382.667	230.667	382.667	8.485	229	381	3	3	3.140	2.433	135.000	1	1.291	0.775	0.800
710	22	255	255	255	270.591	383.591	270.591	383.591	15.899	268	381	5	5	5.554	5.043	134.999	1	1.101	0.908	0.936
711	10	255	255	255	316.200	382.200	316.200	382.200	11.899	314	381	5	3	4.857	2.621	179.523	0.887	1.853	0.540	0.800
712	10	255	255	255	52	384.300	52	384.300	10.485	50	383	4	3	4.111	3.097	2.596E-14	1	1.327	0.753	0.909
713	27	255	255	255	139.056	385.278	139.056	385.278	18.485	136	383	6	5	6.546	5.252	172.809	0.993	1.246	0.802	0.947
714	8	255	255	255	349	384.500	349	384.500	9.899	347	383	4	3	3.489	2.919	0	1	1.195	0.837	0.800
715	12	255	255	255	368.167	385.250	368.167	385.250	11.899	366	383	4	4	4.164	3.669	160.195	1	1.135	0.881	0.857
716	5	255	255	255	35.500	385.500	35.500	385.500	8.485	34	384	3	3	3.732	1.706	58.283	0.873	2.188	0.457	0.714
717	61	255	255	255	156.402	390.811	156.402	390.811	35.213	152	384	9	12	10.048	7.730	82.017	0.618	1.300	0.769	0.748
718	2	255	255	255	296	384.500	296	384.500	4.243	295	384	2	1	2.257	1.128	0	1	2	0.500	1
719	5	255	255	255	329.300	384.900	329.300	384.900	7.071	328	384	3	2	3.144	2.025	18.435	1	1.553	0.644	0.909
720	3	255	255	255	45.833	386.167	45.833	386.167	5.657	45	385	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
721	18	255	255	255	96.611	387.944	96.611	387.944	15.314	94	385	5	5	5.105	4.489	149.089	0.965	1.137	0.879	0.878
722	3	255	255	255	224.833	386.167	224.833	386.167	5.657	224	385	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
723	1	255	255	255	379.500	385.500	379.500	385.500	2.828	379	385	1	1	1.128	1.128	0	1	1	1.000	1
724	4	255	255	255	176.500	387	176.500	387	7.071	175	386	3	2	3.216	1.583	148.283	1	2.031	0.492	0.800
725	1	255	255	255	300.500	386.500	300.500	386.500	2.828	300	386	1	1	1.128	1.128	0	1	1	1.000	1
726	15	255	255	255	382.967	389.367	382.967	389.367	13.314	381	387	4	5	4.640	4.116	75.964	1	1.127	0.887	0.857
727	33	255	255	255	111.439	391.833	111.439	391.833	23.799	107	388	9	7	9.500	4.423	29.618	0.732	2.148	0.466	0.767
728	29	255	255	255	201.776	390.569	201.776	390.569	20.142	198	388	7	6	6.842	5.397	26.835	0.898	1.268	0.789	0.853
729	29	255	255	255	309.259	393.259	309.259	393.259	24.971	306	388	6	9	8.045	4.590	64.599	0.584	1.753	0.571	0.734
730	13	255	255	255	228.115	390.885	228.115	390.885	11.899	226	389	4	4	4.380	3.779	45.000	1	1.159	0.863	0.897
731	1	255	255	255	291.500	389.500	291.500	389.500	2.828	291	389	1	1	1.128	1.128	0	1	1	1.000	1
732	19	255	255	255	17.079	391.921	17.079	391.921	15.314	14	390	6	4	6.007	4.028	174.418	1	1.491	0.671	0.884
733	27	255	255	255	193.796	392.796	193.796	392.796	20.142	190	390	7	6	7.976	4.310	31.209	0.836	1.851	0.540	0.831
734	4	255	255	255	237	391	237	391	5.657	236	390	2	2	2.257	2.257	0	1	1	1.000	1
735	54	255	255	255	265.074	394.907	265.074	394.907	26.385	261	390	8	9	8.913	7.714	117.465	0.975	1.155	0.865	0.908
736	99	255	255	255	373.884	396.278	373.884	396.278	52.184	365	390	16	13	15.401	8.185	141.198	0.457	1.882	0.531	0.725
737	4	255	255	255	221	392	221	392	5.657	220	391	2	2	2.257	2.257	0	1	1	1.000	1
738	33	255	255	255	340.076	394.409	340.076	394.409	20.728	337	391	6	7	7.929	5.299	60.863	0.965	1.496	0.668	0.904
739	6	255	255	255	3.333	393.667	3.333	393.667	8.485	2	392	3	3	3.140	2.433	45.000	1	1.291	0.775	0.800
740	84	255	255	255	252.238	397.024	252.238	397.024	32.971	247	392	10	10	11.032	9.695	47.859	0.971	1.138	0.879	0.939
741	12	255	255	255	186.083	395.250	186.083	395.250	11.899	184	393	4	4	4.424	3.453	147.933	1	1.281	0.780	0.857
742	2	255	255	255	404.500	394	404.500	394	4.828	404	393	1	2	2.257	1.128	90	1	2	0.500	1
743	4	255	255	255	64.500	395.250	64.500	395.250	7.071	63	394	3	2	2.734	1.863	0	1	1.468	0.681	0.800
744	1	255	255	255	80.500	395.500	80.500	395.500	2.828	80	395	1	1	1.128	1.128	0	1	1	1.000	1
745	17	255	255	255	232.029	397.618	232.029	397.618	14.485	230	395	4	5	5.476	3.953	59.036	1	1.385	0.722	0.919
746	42	255	255	255	30.524	400.762	30.524	400.762	30.627	27	396	8	10	8.971	5.961	65.002	0.563	1.505	0.664	0.724
747	11	255	255	255	116.955	397.864	116.955	397.864	11.314	115	396	4	4	3.994	3.507	18.435	1	1.139	0.878	0.815
748	5	255	255	255	291.700	397.100	291.700	397.100	7.657	290	396	3	2	3.144	2.025	18.435	1	1.553	0.644	0.909
749	11	255	255	255	46.136	398.409	46.136	398.409	11.071	44	397	4	3	4.384	3.195	164.929	1	1.372	0.729	0.957
750	69	255	255	255	52.283	403.703	52.283	403.703	46.284	46	397	11	11	10.959	8.017	59.098	0.405	1.367	0.732	0.734
751	41	255	255	255	141.988	401.378	141.988	401.378	24.385	138	397	8	8	9.492	5.500	138.206	0.866	1.726	0.579	0.863
752	8	255	255	255	332.375	398.375	332.375	398.375	9.071	331	397	3	3	3.538	2.879	45.000	1	1.229	0.814	0.941
753	14	255	255	255	355.143	398.786	355.143	398.786	13.071	353	397	4	4	4.699	3.794	144.485	1	1.239	0.807	0.933
754	7	255	255	255	385.786	398.500	385.786	398.500	9.071	384	397	3	3	3.086	2.888	90.000	1	1.069	0.936	0.875
755	25	255	255	255	173.860	401.100	173.860	401.100	22.385	170	398	8	6	7.908	4.025	25.786	0.627	1.965	0.509	0.704
756	38	255	255	255	241.447	402.421	241.447	402.421	28.385	238	398	7	10	10.974	4.409	115.923	0.593	2.489	0.402	0.724
757	8	255	255	255	204	400.500	204	400.500	9.899	202	399	4	3	3.489	2.919	0	1	1.195	0.837	0.800
758	1	255	255	255	211.500	399.500	211.500	399.500	2.828	211	399	1	1	1.128	1.128	0	1	1	1.000	1
759	17	255	255	255	10.088	402.441	10.088	402.441	14.485	8	400	4	5	5.692	3.803	114.902	1	1.497	0.668	0.919
760	1	255	255	255	261.500	400.500	261.500	400.500	2.828	261	400	1	1	1.128	1.128	0	1	1	1.000	1
761	23	255	255	255	369.022	404.370	369.022	404.370	20.728	366	401	6	7	8.616	3.399	118.278	0.673	2.535	0.394	0.754
762	4	255	255	255	155	403	155	403	5.657	154	402	2	2	2.257	2.257	0	1	1	1.000	1
763	24	255	255	255	261.083	404.292	261.083	404.292	18.142	258	402	7	5	6.945	4.400	25.221	0.916	1.579	0.633	0.842
764	5	255	255	255	360.100	403.300	360.100	403.300	7.657	359	402	2	3	3.144	2.025	108.435	1	1.553	0.644	0.909
765	8	255	255	255	104.500	405	104.500	405	10.485	103	403	3	4	3.489	2.919	90.000	0.914	1.195	0.837	0.800
766	10	255	255	255	404.700	405.400	404.700	405.400	12.485	403	403	3	5	4.639	2.745	110.621	0.806	1.690	0.592	0.833
767	18	255	255	255	215.278	406.333	215.278	406.333	15.314	212	404	6	4	5.729	4.000	4.593	0.965	1.432	0.698	0.878
768	2	255	255	255	269	404.500	269	404.500	4.243	268	404	2	1	2.257	1.128	0	1	2	0.500	1
769	14	255	255	255	330.214	406	330.214	406	12.485	328	404	4	4	4.264	4.181	90.000	1	1.020	0.981	0.933
770	8	255	255	255	83.750	406.875	83.750	406.875	10.485	82	405	4	3	3.824	2.664	162.704	0.914	1.435	0.697	0.842
771	4	255	255	255	68	407	68	407	5.657	67	406	2	2	2.257	2.257	0	1	1	1.000	1
772	7	255	255	255	90.929	407.214	90.929	407.214	11.657	88	406	5	2	5.155	1.729	9.615	0.647	2.982	0.335	0.824
773	7	255	255	255	230.214	407.357	230.214	407.357	13.071	227	406	6	2	5.862	1.520	3.942	0.515	3.856	0.259	0.737
774	1	255	255	255	272.500	406.500	272.500	406.500	2.828	272	406	1	1	1.128	1.128	0	1	1	1.000	1
775	2	255	255	255	1	407.500	1	407.500	4.243	0	407	2	1	2.257	1.128	0	1	2	0.500	1
776	2	255	255	255	27	407.500	27	407.500	4.243	26	407	2	1	2.257	1.128	0	1	2	0.500	1
777	2	255	255	255	113	407.500	113	407.500	4.243	112	407	2	1	2.257	1.128	0	1	2	0.500	1
778	3	255	255	255	136.500	407.500	136.500	407.500	6.243	135	407	3	1	3.385	1.128	0	0.967	3	0.333	1
779	3	255	255	255	178.500	407.500	178.500	407.500	6.243	177	407	3	1	3.385	1.128	0	0.967	3	0.333	1
780	2	255	255	255	389	407.500	389	407.500	4.243	388	407	2	1	2.257	1.128	0	1	2	0.500	1
